smiles,group,FDAMDD
O=C(N[C@H](CO)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c(n(C)c1)cccc23,test,1.0
S(C[C@H]1CN(CCC)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1)C,test,1.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2,test,1.0
S(=O)(=O)(N)c1c(Oc2ccccc2)c(N2CCCC2)cc(C(=O)O)c1,test,1.0
O(CC(O)CNC(C)C)c1ccc(O)cc1,test,1.0
O(C)c1cc(NC(CCCN)C)c2ncccc2c1,test,1.0
Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,test,1.0
O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c3c([nH]c12)cc(OC)cc3,test,1.0
SC(C(=O)NCC(=O)O)C,test,0.0
Clc1cc2C(c3ccccc3)=NCc3n(c(C)nn3)-c2cc1,test,1.0
O=C(O)CCCCCC[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)CC1=O,test,1.0
N(CCCN(c1ccccc1)C1Cc2c(cccc2)C1)(CC)CC,test,0.0
O=C(OCCN(CC)CC)C(O)(c1ccccc1)c1ccccc1,test,1.0
O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1,test,0.0
O=C(OC1C(C(=O)N(CC)CC)CN2C(c3c(cc(OC)c(OC)c3)CC2)C1)C,test,1.0
O(C(C)C)CCOCc1ccc(OCC(O)CNC(C)C)cc1,test,1.0
S(CC(=O)O)CC(N)C(=O)O,test,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)CC#N,test,0.0
O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,test,0.0
Clc1cc(N2CCN(CCCN3C(=O)N(CC)C(CC)=N3)CC2)ccc1,test,1.0
O=C(OCC(COC(=O)C)CCn1c2nc(N)ncc2nc1)C,test,0.0
P(=O)([O-])([O-])C(=O)O,test,0.0
O(C)c1c(O)cccc1,test,0.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(CC(F)(F)F)c2cc1,test,1.0
Clc1ccc(C(N2CCN(Cc3cc(C)ccc3)CC2)c2ccccc2)cc1,test,1.0
O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1,test,0.0
S(=O)(=O)(O)CCS,test,0.0
O=C1C(C#N)=CC(c2ccncc2)=C(C)N1,test,1.0
O=C1CC2=C([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,test,1.0
O=C(OCC=1N(C)CCCN=1)C(O)(c1ccccc1)C1CCCCC1,test,1.0
CN1C(C)C(c2ccccc2)OCC1,test,0.0
S(=O)(=O)(Nc1c(OC)c(OC)ncn1)c1ccc(N)cc1,test,0.0
[SH0](=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,test,0.0
Clc1cc2N(CCCN3CCN(CCOC(=O)C)CC3)c3c(Sc2cc1)cccc3,test,1.0
O=C(OCC)C=1n2c3c(c4c2[C@@H]2[C@](CC)(C=1)CCCN2CC4)cccc3,test,1.0
O=C(N(O)C(C)c1sc2c(c1)cccc2)N,test,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N12,test,0.0
O=C1C(CCC)C(=O)N2N1C(N(C)C)=Nc1c2cc(C)cc1,test,0.0
N([C@H](Cc1ccccc1)C)(Cc1ccccc1)C,test,1.0
OC(CCN1CCCCC1)(c1ccccc1)C12C=CC(C1)CC2,test,1.0
O=C(Oc1ccc(C(c2ccc(OC(=O)C)cc2)=C2CCCCC2)cc1)C,test,0.0
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,test,0.0
O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,test,0.0
S(=O)(=O)(N(CC)CC)c1ccc(C(=O)O)cc1,test,0.0
OC(CNC(Cc1ccc(O)cc1)C)c1cc(O)cc(O)c1,test,1.0
OC[C@@H]1[C@@H](O)[C@H](O)[C@@](O)(CO)O1,test,0.0
Clc1c2c(c3c(c(C(O)CCN(CCCC)CCCC)c2)ccc(C(F)(F)F)c3)cc(Cl)c1,test,0.0
O=C(N)C(CC[N+](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1,test,1.0
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,test,0.0
O=C(O)[C@@H](NC(=O)c1ccc(N(Cc2nc3c(N)nc(N)nc3nc2)C)cc1)CCC(=O)O,test,1.0
O=C1C=C2C(=C3[C@@H](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(C#CC)CC[C@H]4[C@@H]3CC2)CC1,test,0.0
O([C@H]1[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@@H](N)[C@@H]1O)[C@H]1[C@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@H](CN)O2)[C@@H](CO)O1,test,0.0
O=C(NNc1ccccc1)N,test,0.0
O[C@H]1[C@H](O)[C@@H]2[C@@](O)(C)[C@H]3N(C[C@@H](C)CC3)C[C@H]2[C@H]2[C@]1(O)[C@@H]1[C@H](O)[C@H](O)[C@@H]3[C@@]4(O)[C@@H](O)CC[C@]3(C)[C@@]1(O4)C2,test,1.0
Fc1cc2[C@]3(C(=O)NC(=O)N3)CCOc2cc1,test,0.0
ClCC/C(=C(/c1ccc(OCCN(C)C)cc1)\c1ccccc1)/c1ccccc1,test,1.0
O=C(NCc1ccc(OCCN(C)C)cc1)c1cc(OC)c(OC)c(OC)c1,test,0.0
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1,val,1.0
N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,val,0.0
O=C(OC1C[C@@H]2[N+](CCCC)(C)[C@@H]([C@H]3O[C@@H]23)C1)[C@H](CO)c1ccccc1,val,1.0
O=C(O)CC[C@@]1(O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)C=C3)CC2)CC1,val,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1)c1n(C)nnn1,val,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(C3C4C=CC(C3)C4)Nc2c1,val,1.0
O=C(N)c1c(/N=N/N(C)C)nc[nH]1,val,0.0
O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c3c([nH]c12)cccc3,val,1.0
OCC,val,0.0
O(C)c1c2O[C@H]3C(=O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,val,1.0
Ic1c(C(CCCCCCCCC(=O)OCC)C)cccc1,val,0.0
O=C(NNCc1ccccc1)c1noc(C)c1,val,1.0
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,val,0.0
O=C(O)c1c(O)ccc(N=Nc2cc(C(=O)O)c(O)cc2)c1,val,0.0
N(=Nc1ccccc1)c1c(N)nc(N)cc1,val,0.0
N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,val,0.0
O=C(O[C@H]1[C@@H]([N+]2(CC=C)CCCC2)C[C@@H]2[C@]1(C)CC[C@@H]1[C@]3(C)[C@H](C[C@H](O)[C@@H](N4CCOCC4)C3)CC[C@@H]21)C,val,1.0
S(=O)(=O)(NC1=NC(=O)N(CC)C=C1)c1ccc(N)cc1,val,0.0
O=C(Nc1ccc(O)cc1)C,val,0.0
Clc1ccc(C2CCC(C=3C(=O)C(=O)c4c(C=3O)cccc4)CC2)cc1,val,0.0
OCc1ccccc1,val,0.0
O=C(Oc1c(OC(=O)c2ccc(C)cc2)ccc(C(O)CNC(C)(C)C)c1)c1ccc(C)cc1,val,1.0
O=C1C=C2[C@@](C)([C@@H]3[C@@H]([C@@H](C)C2)[C@H]2[C@@](C)([C@](O)(C)CC2)CC3)CC1,val,0.0
Clc1ccc(C(OCCN(C)C)c2ncccc2)cc1,val,1.0
O=C1Oc2c(cccc2)C=C1,val,0.0
O=C1NC=Nc2n([C@@H]3O[C@H](CO)CC3)cnc12,val,0.0
S(=O)(=O)(N)c1sc2S(=O)(=O)[C@@H](C)C[C@H](NCC)c2c1,val,1.0
Fc1ccc(C(=O)CCCN2CC=C(N3C(=O)Nc4c3cccc4)CC2)cc1,val,1.0
O(C)c1c(O)c(OC)cc([C@H]2[C@H]3C(=O)OCC3C(O[C@H]3[C@H](O)[C@@H](O)[C@@H]4O[C@H](C)OC[C@H]4O3)c3c2cc2OCOc2c3)c1,val,1.0
O=C(O)C(C)c1cc(Oc2ccccc2)ccc1,val,0.0
O=C(O[C@@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](OC(=O)C)C3OC)O[C@@H]2C)C[C@]1(O)C)CC(C)C,val,0.0
O=C(CO)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)CC(=O)[C@@H]1[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,val,1.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(OC)cccc3OC)C(=O)N12,val,0.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)CCc1ccccc1,val,1.0
O=[N+]([O-])c1cc(C2C(C(=O)OCCN(Cc3ccccc3)C)=C(C)NC(C)=C2C(=O)OC)ccc1,val,1.0
ClCC[N+]([O-])(CCCl)C,val,1.0
O(C)c1c(OC)ccc2[C@@H]([C@@H]3N(C)CCc4c3c(OC)c3OCOc3c4)OC(=O)c12,val,1.0
O=C1[C@@H](CC)[C@@H](Cc2n(C)cnc2)CO1,val,1.0
O=C(OCCOCC(OCCO)C1C(OCCO)CC(OCCO)O1)CCCCCCC/C=C/CCCCCCCC,val,0.0
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1)CC(C)(C)C,val,1.0
Oc1c(C(C)C)cccc1C(C)C,val,0.0
[SH0](=O)(C)c1ccc(/C=C/2\C(C)=C(CC(=O)O)c3c\2ccc(F)c3)cc1,val,0.0
O=C(OCC(N(C)C)(CC)c1ccccc1)c1cc(OC)c(OC)c(OC)c1,val,0.0
O=C(O)/C=C(/C=C/C=C(/C=C/c1c(C)c(C)c(OC)cc1C)\C)\C,val,1.0
OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,val,1.0
O=C1C(O)=C(O)[C@@H]([C@@H](O)CO)O1,val,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cn3nnnc3)[C@H]2SC1)c1sc(C)nn1,val,0.0
Clc1ccc(N/C(=N/C(=NC(C)C)N)/N)cc1,val,0.0
Fc1c(N2CCNCC2)cc2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,val,0.0
Clc1c(N)cc(OC)c(C(=O)NC2C(OC)CN(CCCOc3ccc(F)cc3)CC2)c1,val,1.0
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)CC[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,val,1.0
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,val,0.0
O=CNc1c(O)ccc([C@@H](O)CN[C@@H](Cc2ccc(OC)cc2)C)c1,val,1.0
Clc1c(OC)cc(OC)c2C(=O)[C@@]3([C@H](C)CC(=O)C=C3OC)Oc12,val,0.0
O=C(N[C@@H]1[C@H](O)Cc2c1cccc2)[C@@H](C[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)Cc1ccccc1,val,0.0
Ic1c(N(C(=O)C)CC(O)CO)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)NCC(O)CO,val,0.0
O=C(N)[C@H](CC)N1C(=O)CCC1,val,0.0
O([C@H]1[C@H](O[C@@H]2[C@H](N)C[C@H](O)[C@@H](CO)O2)[C@@H](N)C[C@@H](N)[C@@H]1O)[C@H]1[C@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@H](CN)O2)[C@@H](CO)O1,val,0.0
Clc1cc([N+](=O)[O-])c(O)c(-c2c(O)c([N+](=O)[O-])cc(Cl)c2)c1,val,1.0
O(C)c1c2occc2cc2c1OC(=O)C=C2,val,1.0
O=[N+]([O-])c1c(C2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1,val,1.0
N1CCNCC1,val,0.0
ClCCN(CCCl)c1ccc(CCCC(=O)OCC(=O)[C@]2(O)[C@]3(C)[C@H]([C@H]4[C@H]([C@@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)CC2)cc1,val,1.0
O=C(O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)O[C@@H]2C)C[C@]1(OC(=O)CC)C)CCC,val,0.0
S(=O)(=O)(Nc1c(C)c(C)no1)c1ccc(N)cc1,val,0.0
OC(CNC(C)(C)C)c1cc(O)cc(O)c1,val,1.0
O=C(O)[C@H](N(C(=O)CCCC)Cc1ccc(-c2c(-c3n[nH]nn3)cccc2)cc1)C(C)C,val,0.0
O=C(N(CC)c1cc(C=2n3ncc(C#N)c3N=CC=2)ccc1)C,val,1.0
Clc1c(C2C(C(=O)OCC)=C(COCCN)NC(C)=C2C(=O)OC)cccc1,val,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)C)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,val,1.0
O=C(N(CC)CC)Nc1cc(C(=O)C)c(OCC(O)CNC(C)(C)C)cc1,val,0.0
S(=O)(=O)([O-])c1c(N)c2c(O)c(N=Nc3c(C)cc(-c4cc(C)c(N=Nc5c(O)c6c(N)c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c6cc5)cc4)cc3)ccc2c(S(=O)(=O)[O-])c1,val,1.0
O=C(O)C=1C(=O)c2c(N(CC)N=1)cc1OCOc1c2,val,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]1N=C(N)N)[C@H]1[C@H](O[C@H]2[C@@H](NC)[C@H](O)[C@@H](O)[C@H](CO)O2)[C@@](O)(CO)[C@H](C)O1,val,0.0
O(C(C)(c1ncccc1)c1ccccc1)CCN(C)C,val,1.0
S(=O)(=O)(N)c1sc2c(n1)ccc(OCC)c2,val,0.0
FC(F)(F)COc1c(C(=O)NCC2NCCCC2)cc(OCC(F)(F)F)cc1,val,0.0
S(=O)(=O)(N(C)C)c1cc2N(CC(N(C)C)C)c3c(Sc2cc1)cccc3,val,1.0
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](NC)[C@](O)(C)CO2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](N)CC[C@@H](CN)O1,val,1.0
O=C([O-])C[C@@H](O)C[N+](C)(C)C,val,0.0
O(CC1OC(=O)NC1)c1cc(C)cc(C)c1,val,0.0
Clc1cc2nc(/C=C/c3cc([C@H](SCC4(CC(=O)O)CC4)CCc4c(C(O)(C)C)cccc4)ccc3)ccc2cc1,val,1.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC2CCC2)CC3)C4)CC1,val,1.0
Clc1cc(N2CCN(CCCN3C(=O)N(CCOc4ccccc4)C(CC)=N3)CC2)ccc1,val,0.0
OC(C(NC(CCc1ccccc1)C)C)c1ccc(O)cc1,val,1.0
O=C(NCCN(CC)CC)c1ccc(N)cc1,val,0.0
O=C(N)c1c(O)cccc1,val,0.0
O(C)c1c(O)ccc([C@H]2[C@H](CO)Oc3c(O2)cc([C@@H]2[C@@H](O)C(=O)c4c(O)cc(O)cc4O2)cc3)c1,val,0.0
Fc1c(N2C[C@@H](C)N[C@@H](C)C2)c(F)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1N,val,0.0
O=C(N(c1ccccc1)C1(COC)CCN(CCc2sccc2)CC1)CC,val,1.0
O=C1N(C)C(=O)OC1(C)C,val,0.0
O=C(O[C@@H]1[C@H](O)[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@@H]4C[C@@H]5[C@@](C)([C@@H]6[C@H]([C@]7(O)[C@@](C)([C@@H](C8=CC(=O)OC8)CC7)CC6)CC5)CC4)C[C@@H]3O)C[C@@H]2O)C1)C,val,1.0
Clc1c(OCC=C)ccc(CC(=O)O)c1,val,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,val,1.0
ClC(Cl)(Cl)C(OC(CC(O)(C)C)C)O,val,0.0
Clc1c(Cl)ccc(N/C(=N/C(=NC(C)C)N)/N)c1,val,1.0
O=C(C([C@@H](CN1CCOCC1)C)(c1ccccc1)c1ccccc1)N1CCCC1,val,1.0
O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C[C@@H]1O,val,1.0
O(C(c1ccccc1)c1ccccc1)C1CCN(C)CC1,val,1.0
Clc1cc2C3(c4c(F)cccc4)OCCN3CC(=O)N(CCO)c2cc1,val,1.0
P(=O)(OCC(O)CO)(O)O,val,0.0
Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1,val,0.0
O(CC(NC(C(O)c1ccc(O)cc1)C)C)c1ccccc1,val,1.0
O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,val,1.0
O=C(O[C@@]([C@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)CC,val,1.0
ClCCN(CCCl)C,val,1.0
OC(C#C)(CC)C,val,0.0
O=C1N(C)C(=O)CC1(C)c1ccccc1,val,0.0
O(C)[C@@H]1[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@@H]4C[C@@H]5[C@@](C)([C@@H]6[C@H]([C@]7(O)[C@](C)([C@H](O)C6)[C@@H](C6=CC(=O)OC6)CC7)CC5)CC4)C[C@@H]3O)C[C@@H]2O)C[C@@H]1O,val,1.0
O=C1N(C)C(=O)OC1(CC)C,val,0.0
CC1C(c2ccccc2)OCCN1,val,1.0
N(C(CC1CCCCC1)C)C,val,0.0
O[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CC[C@H](C(C)C)CC)C)CC4)CC3)CC=2)CC1,val,0.0
S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,val,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(N=Nc2cc(C(=O)O)c(O)cc2)cc1,val,0.0
S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,val,1.0
O=C1N(C)C(=O)c2[nH]cnc2N1C,val,0.0
O(C[C@@H](O)CNC(C)(C)C)c1c(N2CCOCC2)nsn1,val,1.0
O=C(O)C1NCSC1,val,0.0
O(C)c1c(OC)cc(NCc2c(C)c3c(N)nc(N)nc3cc2)cc1OC,val,1.0
